Fecha,año,mes,Open,High,Low,AdjClose,ROC,Activos,Ocupados,Parados,Tasa Act,Tasa Paro,Tasa Paro ROC
2014-09-01,2014,9,10749.200195,11191.799805,10625.5,10825.489258,1.0090131509187261,22931.7,17504.0,5427.7,59.53,23.67,0.9888594903216823
2014-10-01,2014,10,10793.900391,10889.299805,9370.5,10477.789063,0.9678813412758179,22963.4,17525.7,5437.7,59.61,23.68,1.0004224757076468
2014-11-01,2014,11,10454.299805,10792.299805,10017.5,10770.689453,1.0279544079613423,22995.1,17547.399999999998,5447.7,59.690000000000005,23.69,1.0004222972972974
2014-12-01,2014,12,10700.599609,10928.299805,9661.0,10279.489258,0.9543947305190211,23026.8,17569.1,5457.7,59.77,23.7,1.0004221190375686
2015-01-01,2015,1,10386.700195,10716.900391,9610.099609,10403.289063,1.0120433809397342,22984.333333333332,17531.0,5453.333333333333,59.663333333333334,23.726666666666667,1.00112517580872
2015-02-01,2015,2,10396.599609,11184.5,10136.400391,11178.288086,1.0744955771493787,22941.86666666667,17492.899999999998,5448.966666666667,59.55666666666667,23.753333333333334,1.0011239112110144
2015-03-01,2015,3,11190.5,11618.299805,10858.400391,11521.087891,1.0306665745562,22899.4,17454.8,5444.6,59.45,23.78,1.0011226494527083
2015-04-01,2015,4,11482.0,11884.599609,11258.0,11384.988281,0.9881869133116923,22938.100000000002,17592.033333333333,5346.066666666667,59.56333333333333,23.310000000000002,0.9802354920100925
2015-05-01,2015,5,11377.099609,11609.900391,10928.200195,11217.587891,0.9852963932971834,22976.8,17729.266666666666,5247.533333333334,59.67666666666667,22.84,0.9798369798369797
2015-06-01,2015,6,11264.799805,11497.099609,10654.299805,10769.489258,0.9600539227011978,23015.5,17866.5,5149.0,59.79,22.37,0.9794220665499125
2015-07-01,2015,7,10857.700195,11612.599609,10324.299805,11180.688477,1.0381818681600472,22976.833333333332,17927.233333333334,5049.6,59.693333333333335,21.973333333333333,0.9822679183430189
2015-08-01,2015,8,11180.599609,11330.0,9502.400391,10258.989258,0.9175632859375298,22938.166666666668,17987.966666666667,4950.2,59.596666666666664,21.576666666666668,0.9819478155339807
2015-09-01,2015,9,10136.099609,10193.0,9231.299805,9559.890625,0.9318550185190185,22899.5,18048.7,4850.8,59.5,21.18,0.9816159431484628
2015-10-01,2015,10,9668.900391,10591.900391,9428.799805,10360.689453,1.0837665261468405,22890.9,18063.86666666667,4827.033333333334,59.47666666666667,21.086666666666666,0.9955933270380862
2015-11-01,2015,11,10279.299805,10631.599609,10005.200195,10386.889648,1.0025288080603951,22882.3,18079.033333333333,4803.266666666666,59.45333333333333,20.993333333333332,0.9955738223205817
2015-12-01,2015,12,10409.900391,10476.599609,9351.799805,9544.19043,0.9188689543686195,22873.7,18094.2,4779.5,59.43,20.9,0.9955541441727532
2016-01-01,2016,1,9429.799805,9446.200195,8206.0,8815.791016,0.9236813830002344,22856.133333333335,18072.666666666668,4783.466666666666,59.38333333333333,20.933333333333334,1.0015948963317385
2016-02-01,2016,2,8849.299805,8896.5,7746.299805,8461.391602,0.9597994764897678,22838.566666666666,18051.13333333333,4787.433333333333,59.336666666666666,20.966666666666665,1.001592356687898
2016-03-01,2016,3,8454.599609,9217.299805,8423.599609,8723.09082,1.030928626201173,22821.0,18029.6,4791.4,59.29,21.0,1.001589825119237
2016-04-01,2016,4,8624.599609,9360.200195,8256.099609,9025.691406,1.0346896062696278,22839.233333333334,18120.066666666666,4719.166666666666,59.33,20.666666666666668,0.9841269841269842
2016-05-01,2016,5,9066.900391,9155.5,8563.900391,9033.991211,1.0009195755346216,22857.466666666667,18210.533333333333,4646.933333333333,59.37,20.333333333333332,0.9838709677419354
2016-06-01,2016,6,9028.299805,9056.599609,7579.799805,8163.299805,0.9036205165951648,22875.7,18301.0,4574.7,59.41,20.0,0.9836065573770493
2016-07-01,2016,7,8240.099609,8720.200195,7857.799805,8587.200195,1.0519275783232118,22866.566666666666,18376.5,4490.066666666667,59.36666666666667,19.636666666666667,0.9818333333333333
2016-08-01,2016,8,8667.5,8780.700195,8229.400391,8716.799805,1.0150921845371053,22857.433333333334,18452.0,4405.433333333333,59.32333333333333,19.273333333333333,0.9814971991172976
2016-09-01,2016,9,8746.299805,9135.799805,8543.099609,8779.400391,1.0071816018952373,22848.3,18527.5,4320.8,59.28,18.91,0.9811483915600139
2016-10-01,2016,10,8759.0,9255.299805,8551.200195,9143.299805,1.041449233181465,22814.166666666668,18521.033333333333,4293.133333333333,59.17,18.816666666666666,0.9950643398554556
2016-11-01,2016,11,9206.5,9214.099609,8558.5,8688.200195,0.950225890028113,22780.033333333333,18514.566666666666,4265.466666666667,59.06,18.723333333333333,0.9950398582816652
2016-12-01,2016,12,8671.599609,9452.900391,8512.400391,9352.099609,1.0764139176238214,22745.9,18508.1,4237.8,58.95,18.63,0.9950151326330782
2017-01-01,2017,1,9448.299805,9623.5,9279.0,9315.200195,0.9960544246166394,22728.36666666667,18484.833333333332,4243.533333333334,58.89333333333334,18.669999999999998,1.0021470746108427
2017-02-01,2017,2,9416.0,9614.599609,9236.599609,9555.5,1.0257965261046118,22710.833333333332,18461.566666666666,4249.266666666666,58.836666666666666,18.71,1.0021424745581147
2017-03-01,2017,3,9618.0,10462.900391,9616.599609,10462.900391,1.0949610581340583,22693.3,18438.3,4255.0,58.78,18.75,1.0021378941742383
2017-04-01,2017,4,10457.700195,10828.799805,10216.900391,10715.799805,1.024171061995156,22704.733333333334,18563.3,4141.433333333333,58.800000000000004,18.24,0.9727999999999999
2017-05-01,2017,5,10737.700195,11184.400391,10564.299805,10880.0,1.0153231861352414,22716.166666666664,18688.3,4027.866666666667,58.82,17.73,0.9720394736842106
2017-06-01,2017,6,10891.599609,11048.0,10433.200195,10444.5,0.9599724264705884,22727.6,18813.3,3914.3,58.84,17.22,0.9712351945854483
2017-07-01,2017,7,10507.599609,10704.299805,10368.099609,10502.200195,1.005524457369908,22745.366666666665,18891.966666666667,3853.4333333333334,58.86666666666667,16.939999999999998,0.9837398373983739
2017-08-01,2017,8,10613.400391,10758.200195,10134.299805,10299.5,0.9806992638460175,22763.133333333335,18970.63333333333,3792.5666666666666,58.89333333333334,16.66,0.9834710743801655
2017-09-01,2017,9,10328.799805,10410.200195,10087.599609,10381.5,1.0079615515316278,22780.9,19049.3,3731.7,58.92,16.38,0.9831932773109243
2017-10-01,2017,10,10262.299805,10570.5,9922.299805,10523.5,1.0136781775273325,22775.600000000002,19032.333333333332,3743.3666666666663,58.88,16.436666666666667,1.0034595034595035
2017-11-01,2017,11,10591.400391,10594.200195,9889.400391,10211.0,0.9703045564688554,22770.3,19015.36666666667,3755.0333333333333,58.839999999999996,16.493333333333332,1.0034475765564792
2017-12-01,2017,12,10225.5,10380.299805,10028.700195,10043.900391,0.9836353335618453,22765.0,18998.4,3766.7,58.8,16.55,1.003435731608731
2018-01-01,2018,1,10089.599609,10643.400391,10017.0,10451.5,1.0405818051884743,22733.433333333334,18957.0,3776.5,58.68666666666667,16.613333333333333,1.0038267875125881
2018-02-01,2018,2,10518.299805,10543.700195,9581.099609,9840.299805,0.9415203372721622,22701.866666666665,18915.600000000002,3786.2999999999997,58.57333333333333,16.676666666666666,1.003812199036918
2018-03-01,2018,3,9795.299805,9811.400391,9327.599609,9600.400391,0.9756207210396063,22670.3,18874.2,3796.1,58.46,16.74,1.0037977213671796
2018-04-01,2018,4,9532.099609,9995.400391,9417.299805,9980.599609,1.0396024334939635,22724.933333333334,19030.833333333332,3694.1,58.57333333333333,16.25333333333333,0.9709279171644762
2018-05-01,2018,5,9982.599609,10291.400391,9400.299805,9465.5,0.9483899135142629,22779.566666666666,19187.466666666667,3592.1,58.68666666666667,15.766666666666666,0.9700574241181298
2018-06-01,2018,6,9544.700195,9985.900391,9506.599609,9622.700195,1.0166077011251389,22834.2,19344.1,3490.1,58.8,15.28,0.9691331923890064
2018-07-01,2018,7,9526.299805,9971.599609,9443.5,9870.700195,1.0257723918416224,22840.8,19405.399999999998,3435.4,58.776666666666664,15.036666666666667,0.9840750436300175
2018-08-01,2018,8,9871.099609,9902.299805,9339.5,9399.099609,0.9522221750551304,22847.4,19466.7,3380.7,58.75333333333333,14.793333333333333,0.9838173354023497
2018-09-01,2018,9,9387.700195,9665.400391,9111.099609,9389.200195,0.9989467699660803,22854.0,19528.0,3326.0,58.73,14.55,0.9835511491662912
2018-10-01,2018,10,9384.299805,9475.200195,8627.599609,8893.5,0.9472052800339713,22858.933333333334,19540.2,3318.766666666667,58.69,14.516666666666667,0.997709049255441
2018-11-01,2018,11,8882.5,9232.299805,8829.599609,9077.200195,1.0206555568673752,22863.866666666665,19552.399999999998,3311.5333333333333,58.65,14.483333333333333,0.9977037887485648
2018-12-01,2018,12,9239.799805,9262.099609,8286.200195,8539.900391,0.9408077609331608,22868.8,19564.6,3304.3,58.61,14.45,0.997698504027618
2019-01-01,2019,1,8448.299805,9225.400391,8354.799805,9056.700195,1.060515905378082,22854.333333333332,19533.43333333333,3320.9333333333334,58.52333333333333,14.533333333333333,1.0057670126874279
2019-02-01,2019,2,9058.599609,9293.099609,8826.5,9277.700195,1.024401823538557,22839.86666666667,19502.266666666666,3337.5666666666666,58.43666666666667,14.616666666666665,1.0057339449541283
2019-03-01,2019,3,9313.5,9532.900391,9106.799805,9240.299805,0.9959687865296447,22825.4,19471.1,3354.2,58.35,14.7,1.0057012542759407
2019-04-01,2019,4,9304.799805,9588.200195,9269.700195,9570.599609,1.0357455722184759,22895.433333333334,19582.366666666665,3313.0,58.480000000000004,14.473333333333333,0.9845804988662131
2019-05-01,2019,5,9545.5,9559.700195,8959.5,9004.200195,0.9408188162560507,22965.466666666667,19693.633333333335,3271.7999999999997,58.61,14.246666666666666,0.9843390142791341
2019-06-01,2019,6,8945.700195,9332.5,8903.099609,9198.799805,1.0216120927773313,23035.5,19804.9,3230.6,58.74,14.02,0.984089845577913
2019-07-01,2019,7,9290.299805,9453.0,8946.700195,8971.0,0.975235921008284,23053.233333333334,19828.033333333333,3225.2,58.733333333333334,13.986666666666666,0.9976224441274371
2019-08-01,2019,8,8947.599609,9038.200195,8409.200195,8812.900391,0.9823765902352023,23070.966666666667,19851.166666666668,3219.8,58.72666666666667,13.953333333333333,0.9976167778836987
2019-09-01,2019,9,8810.799805,9257.299805,8772.799805,9244.599609,1.0489849197025831,23088.7,19874.3,3214.4,58.72,13.92,0.9976110845676063
2019-10-01,2019,10,9277.0,9494.5,8850.599609,9257.5,1.0013954515658463,23112.066666666666,19905.166666666668,3206.9,58.72666666666667,13.873333333333333,0.9966475095785441
2019-11-01,2019,11,9293.099609,9482.5,9132.799805,9352.0,1.0102079395085064,23135.433333333334,19936.033333333333,3199.4,58.733333333333334,13.826666666666666,0.9966362325804902
2019-12-01,2019,12,9367.200195,9700.5,9110.099609,9549.200195,1.0210864194824634,23158.8,19966.9,3191.9,58.74,13.78,0.9966248794599807
2020-01-01,2020,1,9639.099609,9709.900391,9357.799805,9367.900391,0.9810141372787503,23103.933333333334,19871.7,3232.266666666667,58.553333333333335,13.99,1.0152394775036284
2020-02-01,2020,2,9404.400391,10100.200195,8582.700195,8723.200195,0.9311798621792161,23049.066666666666,19776.5,3272.633333333333,58.36666666666667,14.2,1.015010721944246
2020-03-01,2020,3,8910.200195,9014.299805,5814.5,6785.399902,0.7778567211938209,22994.2,19681.3,3313.0,58.18,14.41,1.0147887323943663
2020-04-01,2020,4,6627.299805,7209.700195,6424.5,6922.299805,1.020175657290243,22654.533333333333,19323.266666666666,3331.3333333333335,57.3,14.716666666666667,1.0212815174647236
2020-05-01,2020,5,6767.700195,7244.5,6421.399902,7096.5,1.0251650751783643,22314.86666666667,18965.233333333334,3349.6666666666665,56.42,15.023333333333333,1.0208380520951303
2020-06-01,2020,6,7228.700195,7992.700195,7062.899902,7231.399902,1.0190093570069751,21975.2,18607.2,3368.0,55.54,15.33,1.0204126913689815
2020-07-01,2020,7,7245.600098,7654.799805,6877.399902,6877.399902,0.9510468229115503,22283.4,18797.100000000002,3486.3,56.303333333333335,15.64,1.020221787345075
2020-08-01,2020,8,6867.399902,7321.899902,6788.899902,6969.5,1.013391703159971,22591.6,18987.0,3604.6,57.06666666666666,15.950000000000001,1.0198209718670077
2020-09-01,2020,9,7038.5,7159.600098,6552.299805,6716.600098,0.9637133363942889,22899.8,19176.9,3722.9,57.83,16.26,1.019435736677116
2020-10-01,2020,10,6789.100098,7024.600098,6329.5,6452.200195,0.9606348600270646,22954.566666666666,19232.7,3721.866666666667,57.949999999999996,16.21666666666667,0.9973349733497335
2020-11-01,2020,11,6481.399902,8199.900391,6396.299805,8076.899902,1.2518055326707054,23009.333333333332,19288.5,3720.8333333333335,58.07,16.173333333333332,0.9973278520041108
2020-12-01,2020,12,8112.700195,8322.900391,7663.5,8111.5,1.004283833948645,23064.1,19344.3,3719.8,58.19,16.13,0.997320692497939
2021-01-01,2021,1,8191.799805,8439.700195,7713.5,7757.5,0.9563582567959074,22996.3,19298.466666666667,3697.8333333333335,58.02333333333333,16.08,0.9969001859888407
2021-02-01,2021,2,7823.0,8387.0,7779.799805,8225.0,1.060264260393168,22928.5,19252.63333333333,3675.866666666667,57.85666666666666,16.03,0.9968905472636818
2021-03-01,2021,3,8324.599609,8740.099609,8239.700195,8580.0,1.0431610942249245,22860.7,19206.8,3653.9,57.69,15.98,0.9968808484092326
2021-04-01,2021,4,8595.599609,8869.900391,8426.200195,8815.0,1.0273892773892772,22978.966666666667,19361.766666666666,3617.2000000000003,57.986666666666665,15.74,0.9849812265331664
2021-05-01,2021,5,8821.599609,9254.700195,8796.299805,9148.900391,1.0378786603516734,23097.233333333334,19516.733333333334,3580.5,58.28333333333333,15.5,0.9847522236340533
2021-06-01,2021,6,9167.299805,9310.799805,8765.299805,8821.200195,0.9641814664063487,23215.5,19671.7,3543.8,58.58,15.26,0.984516129032258
2021-07-01,2021,7,8862.299805,8968.099609,8252.200195,8675.700195,0.983505645855031,23292.9,19791.466666666667,3501.4333333333334,58.766666666666666,15.03,0.9849279161205766
2021-08-01,2021,8,8723.299805,9015.700195,8723.299805,8846.599609,1.019698630676345,23370.3,19911.233333333334,3459.0666666666666,58.95333333333333,14.8,0.9846972721224219
2021-09-01,2021,9,8923.700195,9055.5,8551.200195,8796.299805,0.9943142217096812,23447.7,20031.0,3416.7,59.14,14.57,0.9844594594594595
2021-10-01,2021,10,8693.400391,9057.700195,8654.799805,9057.700195,1.0297170851147446,23394.733333333334,20082.3,3312.4,58.97666666666667,14.156666666666666,0.9716312056737588
2021-11-01,2021,11,9064.599609,9198.099609,8260.700195,8305.099609,0.9169104110538512,23341.766666666666,20133.600000000002,3208.1,58.81333333333333,13.743333333333334,0.9708029197080292
2021-12-01,2021,12,8357.099609,8728.0,8082.399902,8713.799805,1.0492107518562581,23288.8,20184.9,3103.8,58.65,13.33,0.9699248120300752
